재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax	            파생상품평가손익		-5,367,443,000			-105,926,000	57,015,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	            관계기업자본변동		0			245,759,000	895,908,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	         2. 당기손익으로 재분류되지 않는 항목		43,456,029,000			-2,577,395,000	1,974,065,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	            기타포괄손익-공정가치측정금융자산 평가손익		45,006,150,000			38,809,000	-79,052,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            순확정급여부채의 재측정요소		-1,550,121,000			-2,616,204,000	2,053,117,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      Ⅵ. 당기순이익		25,355,195,000			17,898,342,000	10,463,889,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		0			0	0
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주		25,355,195,000			17,898,342,000	10,463,889,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      Ⅴ. 법인세비용차감전순이익		35,556,012,000			28,393,054,000	13,296,875,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000500]	가온전선	유가증권시장상장법인	283	절연선 및 케이블 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      Ⅰ. 매출액		1,727,103,680,000			1,498,606,544,000	1,416,454,404,000
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_NonOperatingProfitLoss	      영업외손익		1,947,506,849			1,032,483,588	357,792,057
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		3,524,912,928			4,351,646,460	3,899,765,486
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		20,660,838			60,847,247	27,234,693
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		34,389,644			184,794,498	4,432,153
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		10,719,161,635			8,366,349,236	7,728,968,426
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		7,591,228,413			6,330,454,905	4,417,399,862
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	         포괄손익, 지배기업의 소유주에게 귀속되는 지분		7,591,228,413			6,330,454,905	4,417,399,862
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		82,247,927,125			50,879,354,108	31,691,770,968
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		655			552	413
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		655			552	409
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		2,332,270,017			839,036,639	1,079,131,525
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,293,505,672			1,995,467,478	1,414,121,042
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		14,244,074,563			12,717,995,696	11,628,733,912
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세 등		-2,058,129,391			-960,315,870	-161,220,169
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		60,679,245			-13,991,013	-1,377,850
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	         당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)		60,679,245			-13,991,013	-1,377,850
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	            해외사업장환산외환차이(세후기타포괄손익)		60,679,245			-13,991,013	-1,377,850
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		7,530,549,168			6,344,445,918	4,418,777,712
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		7,530,549,168			6,344,445,918	4,418,777,712
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		5,472,419,777			5,384,130,048	4,257,557,543
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[399720]	가온칩스	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		96,492,001,688			63,597,349,804	43,320,504,880
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		20,529,999,372			23,167,970,906	4,405,118,561
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		5,235,347,150			5,432,965,015	5,171,817,604
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		1,829,094,492			2,191,567,023	33,057,222,040
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		65,481,099,143			63,565,206,037	60,854,104,364
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	entity00100939_udf_IS_2017116193618487_StatementOfComprehensiveIncomeAbstract	      관계기업 등에 대한 지분법손익		-31,868,795			-15,137,631	4,113,446,775
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      당기총포괄손익		16,495,236,942			16,684,415,636	20,299,093,406
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	         비지배주주지분총포괄이익		4,605,143,102			4,496,550,438	6,297,007,302
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	         지배주주지분총포괄이익		11,890,093,840			12,187,865,198	14,002,086,104
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		557,125,994,040			552,056,004,055	607,906,965,557
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본(희석)주당순이익(손실)		2,039			2,541	952
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		4,808,033,348			6,180,915,324	2,121,744,184
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,191,949,230			3,394,802,017	1,536,253,193
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		86,011,098,515			86,733,176,943	65,259,222,925
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		5,165,146,620			1,882,067,581	-31,618,908,311
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      당기세후기타포괄손익		-1,627,915,555			-5,041,634,743	8,632,515,186
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	            외환차이		2,400,314,715			-60,899,578	-248,773,240
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	            관계기업 및 공동기업의 기타포괄손익에 대한 지분해당액		-62,301,243			3,489,621,857	240,791,505
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	entity00100939_udf_IS_2018430161298_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            기타포괄손익- 공정가치지분상품평가손익		-171,389,892			-1,538,571	-3,701,825
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            순확정급여부채의 재측정요소		-3,307,972,318			-1,883,801,349	7,353,737,616
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            관계기업 및 공동기업의 기타포괄손익에 대한 지분해당액		-486,566,817			-6,585,017,102	1,290,461,130
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		18,123,152,497			21,726,050,379	11,666,578,220
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배주주지분당기순이익		4,870,736,382			5,209,794,927	5,479,155,549
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배주주지분당기순이익		13,252,416,115			16,516,255,452	6,187,422,671
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순손익		23,288,299,117			23,608,117,960	-19,952,330,091
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[000860]	강남제비스코	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		643,137,092,555			638,789,180,998	673,166,188,482
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		285,790,454,716			282,263,014,860	217,565,214,200
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		129,145,381,901			6,118,901,347	4,619,008,271
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		26,180,513,905			27,164,225,649	22,935,422,297
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		133,094,695,589			126,932,518,310	131,329,878,046
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	entity00255619_udf_IS_2020319145511974_StatementOfComprehensiveIncomeAbstract	      관계기업.공동기업 관련 손실		-266,391,052			-6,924,711,590	226,935,972
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	entity00255619_udf_IS_202031915332780_StatementOfComprehensiveIncomeAbstract	      기타손익		688,039,553			-5,253,101,257	165,207,870
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		434,317,266,665			333,481,564,823	162,585,289,536
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	         포괄손익, 비지배지분		-2,250,068			-17,835,899	-3,996,338
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	         포괄손익, 지배기업의 소유주에게 귀속되는 지분		434,319,516,733			333,499,400,722	162,589,285,874
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		1,007,977,631,497			979,376,845,104	921,790,726,863
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromRenderingOfServices	         용역의 제공으로 인한 수익(매출액)에 대한 매출원가		1,000,300,815,704			972,256,219,163	915,906,500,426
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoods	         재화의 판매로 인한 수익(매출액)에 대한 매출원가		7,676,815,793			7,120,625,941	5,884,226,437
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본및희석주당손익		2,257			1,681	570
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		2,765,884,797			7,658,834,198	59,771,596,776
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		178,935,253,342			215,860,337,772	27,982,479,130
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		418,885,150,305			409,195,533,170	348,895,092,246
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		108,453,172,173			116,360,620,115	52,239,058,482
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손이익(손실)		-22,575,900,920			-7,399,196,347	46,972,521,648
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            순확정급여부채의재측정요소		-22,590,900,777			-7,368,918,916	46,970,102,860
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            당기손익으로 재분류되지 않는 지분법 적용대상 관계기업과 공동기업의 세후기타포괄손익에 대한 지분		14,999,857			-30,277,431	2,418,788
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		456,893,167,585			340,880,761,170	115,612,767,888
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에귀속되는당기순손실		-2,128,053			-17,779,238	-4,350,545
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의소유주에게귀속되는당기순이익(손실)		456,895,295,638			340,898,540,408	115,617,118,433
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세차감전순이익		565,346,339,758			457,241,381,285	167,851,826,370
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		1,426,862,781,802			1,388,572,378,274	1,270,685,819,109
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_RevenueFromRenderingOfServices	         용역의 제공으로 인한 수익(매출액)		1,413,927,723,709			1,376,003,783,871	1,260,301,594,862
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[035250]	강원랜드	유가증권시장상장법인	912	유원지 및 기타 오락관련 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_RevenueFromSaleOfGoods	         재화의 판매로 인한 수익(매출액)		12,935,058,093			12,568,594,403	10,384,224,247
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		6,771,969,120			6,927,849,462	2,618,432,436
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		6,479,810,637			3,207,722,585	1,556,116,559
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		2,488,438,437			1,841,128,147	822,741,642
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		10,124,006,042			8,527,240,521	3,428,530,278
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		-546,867,832			5,251,489,428	3,452,951,757
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	         비지배지분		-1,614,857,728			865,879,865	0
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	         지배기업지분		1,067,989,896			4,385,609,563	3,452,951,757
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		207,526,449,874			123,756,151,802	65,332,977,683
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		40			168	132
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		40			168	132
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		18,926,177,375			16,311,604,602	8,309,459,314
단일 포괄손익계산서, 기능별 분류, 세후 - 연결	[114190]	강원에너지	코스닥시장상장법인	289	기타 전기장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,444,552,094			11,821,940,153	7,484,335,961
